grupo,1. Los proyectos o ideas nuevas me distraen de proyectos o ideas que ten¡a desde antes.,"2. Los ¢bstaculos no me desaniman
","3. Estuve concentrado en una idea o proyecto por un corto tiempo, pero despu‚s perd¡ inter‚s ","4. Trabajo duro
","5. Con frecuencia me propongo un objetivo, pero luego trato de cumplir un objetivo diferente",6. Me resulta dificil mantener mi atenci¢n en proyectos que duran m s all  de algunos meses en terminar,7. Soy chambeador(a),p8_apostarmil,p9_batepelota,p10_tandacorto,p11_tandalargo,p12_retornodeposito,p13_preciosbajan,escol,p15_estadocivil,16. ¨Cu les de los siguientes grupos de personas dependen de usted?,p16_1menores,p16_2adulmay,p16_3otros,ESTATUS Tel Casa,Estatus Celular,Status,edad,hijos,statusempleo,genero,celular,lineafija,Status de residencia,Ingresos comprobados,Ingresos no comprobados,Prestamos con Provident,Prestamos activos,Monto de los prestamos activos,Total a Pagar,Monto atrasado,Pago semanal,SCelular,STelCasa,SResidencia,Genero
High arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,30,0,Empleado Medio tiempo,MA,Y,N,Vive con padres,5500,0,1,1,2000,3780,250,120,1,0,1,0
High arrear,5.Totalmente de acuerdo,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,1000.00,30.00,1,1,3000.00,VERDADERO,3ro Secundaria,Uni¢n Libre,,0,0,0,,Efectiva,Completa,34,0,Empleado Medio tiempo,MA,Y,N,Propietario,5000,0,1,1,3500,6615,3650,210,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,26,0,Empleado Medio tiempo,MA,Y,N,Propietario,0,5000,1,1,2000,3780,1420,120,1,0,3,0
High arrear,3. Indiferente,4. De acuerdo,3. Indiferente,4. De acuerdo,4. De acuerdo,5.Totalmente de acuerdo,4. De acuerdo,500.00,120.00,2,1,20000.00,FALSO,6to Primaria,Casado,,1,2,0,,Efectiva,Completa,26,3,Empleado Medio tiempo,FE,Y,N,Vive con padres,500,3000,2,1,4900,9702,3367,235.2,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,24,0,Empleado Medio tiempo,FE,Y,N,Propietario,0,4500,1,1,3000,5670,735,180,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,33,2,Empleado Medio tiempo,MA,Y,N,Renta,7000,0,1,1,2100,3969,841,126,1,0,2,0
High arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,59,0,Empleado tiempo completo,MA,Y,N,Propietario,0,12000,8,2,11000,22660,5480,440,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,38,2,Empleado tiempo completo,FE,Y,N,Vive con padres,3800,0,2,1,2000,3780,1640,120,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,35,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4800,3,0,0,0,0,0,1,0,3,0
High arrear,4. De acuerdo,3. Indiferente,4. De acuerdo,4. De acuerdo,4. De acuerdo,3. Indiferente,4. De acuerdo,300.00,15.00,1,1,18000.00,FALSO,2do Secundaria,Casado,,2,0,1,,Efectiva,Completa,24,2,Empleado tiempo completo,FE,Y,N,Propietario,0,4800,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,20,0,Empleado tiempo completo,MA,Y,N,Vive con padres,5600,0,1,0,0,0,0,0,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,49,0,Empleado tiempo completo,MA,Y,N,Propietario,0,6800,1,1,3000,5670,1970,180,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,36,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,6,1,4500,8910,5430,216,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,42,0,Empleado tiempo completo,FE,Y,N,Propietario,7000,0,9,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,36,0,Empleado tiempo completo,MA,N,Y,Propietario,6000,0,1,0,0,0,0,0,0,1,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,49,0,Empleado tiempo completo,MA,Y,N,Propietario,7000,0,7,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,30,0,Empleado tiempo completo,FE,Y,N,Propietario,6000,6000,9,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,44,0,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,6,2,5000,10180,4818,212,1,0,3,1
High arrear,3. Indiferente,4. De acuerdo,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,1000.00,10.00,1,1,2000.00,VERDADERO,6to Primaria,Casado,,2,0,0,,Efectiva,Completa,26,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,7200,4,1,3000,6180,4250,120,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,34,0,Empleado tiempo completo,FE,Y,N,Propietario,6800,0,3,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,31,0,Empleado tiempo completo,FE,N,Y,Propietario,0,6000,3,1,10000,20600,17300,400,0,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,,No realizada,23,0,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,2,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,25,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,4900,2,0,0,0,0,0,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,,No realizada,27,0,Empleado tiempo completo,FE,N,Y,Vive con padres,4800,0,1,0,0,0,0,0,0,1,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,23,0,Empleado tiempo completo,FE,Y,N,Vive con padres,5000,0,3,2,8000,16120,7086,356,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,20,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,9000,3,2,8200,16516,5930.4,365.6,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,41,0,Empleado tiempo completo,MA,Y,N,Propietario,0,7200,2,1,4600,9108,4820.2,220.8,1,0,3,0
High arrear,4. De acuerdo,2. Desacuerdo,4. De acuerdo,4. De acuerdo,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,100.00,10.00,1,1,14000.00,FALSO,3ro Preparatoria,Uni¢n Libre,,2,1,0,,Efectiva,Completa,35,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,2,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,27,0,Empleado tiempo completo,MA,Y,N,Propietario,0,6500,1,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,23,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,7200,1,0,0,0,0,0,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,19,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,5000,1,0,0,0,0,0,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,26,2,Empleado tiempo completo,FE,Y,N,Renta,7200,0,5,0,0,0,0,0,1,0,2,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,38,3,Empleado tiempo completo,FE,Y,N,Propietario,1000,0,7,0,0,0,0,0,1,0,3,1
High arrear,3. Indiferente,4. De acuerdo,3. Indiferente,3. Indiferente,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,700.00,100.00,1,1,1000.00,VERDADERO,3ro Secundaria,Casado,,1,0,1,,Efectiva,Completa,33,0,Empleado tiempo completo,FE,Y,N,Vive con padres,8000,0,3,0,0,0,0,0,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,40,0,Empleado tiempo completo,FE,N,Y,Vive con padres,2000,3200,3,0,0,0,0,0,0,1,1,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,53,0,Empleado tiempo completo,MA,N,Y,Propietario,25000,0,3,2,14000,28840,11710,560,0,1,3,0
High arrear,4. De acuerdo,2. Desacuerdo,4. De acuerdo,3. Indiferente,4. De acuerdo,1. Totalmente en desacuerdo,5.Totalmente de acuerdo,500.00,20.00,2,1,120000.00,FALSO,3ro Preparatoria,Uni¢n Libre,,1,1,0,Efectiva,Fuera de Servicio,Completa,35,0,Empleado tiempo completo,FE,Y,Y,Propietario,4600,0,3,1,4500,9270,3370,180,1,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,No contesta,,No realizada,22,0,Empleado tiempo completo,FE,N,Y,Propietario,0,3200,3,0,0,0,0,0,0,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,Fuera de Servicio,No realizada,53,0,Empleado tiempo completo,FE,Y,Y,Propietario,0,10000,1,1,5000,9900,1600,240,1,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,21,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,5200,1,1,5000,9900,3740,240,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,33,3,Empleado tiempo completo,MA,N,Y,Vive con padres,4800,0,2,1,3600,6804,1835,216,0,1,1,0
High arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,22,0,Empleado tiempo completo,FE,N,Y,Vive con padres,0,5200,2,0,0,0,0,0,0,1,1,1
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No contesta,No realizada,25,1,Empleado tiempo completo,MA,Y,Y,Vive con padres,0,7600,2,1,4700,9306,5981.6,225.6,1,1,1,0
High arrear,3. Indiferente,3. Indiferente,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,5.Totalmente de acuerdo,1000.00,100.00,1,1,14600.00,FALSO,6to Primaria,Casado,,1,0,0,,Efectiva,Completa,19,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,8000,1,1,2900,5481,2557,174,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,52,0,Empleado tiempo completo,FE,Y,N,Propietario,6000,4000,7,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No contesta,No realizada,21,0,Empleado tiempo completo,MA,Y,Y,Propietario,5000,0,2,0,0,0,0,0,1,1,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,23,0,Empleado tiempo completo,MA,Y,N,Propietario,9000,0,4,1,10000,20600,14300,400,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,26,0,Empleado tiempo completo,FE,Y,N,Propietario,6000,0,2,1,4500,9270,4720,180,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,22,0,Empleado tiempo completo,MA,Y,N,Propietario,4300,0,2,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,36,0,Empleado tiempo completo,MA,Y,N,Propietario,6000,0,1,1,2000,3780,1280,120,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,21,0,Empleado tiempo completo,MA,Y,N,Propietario,0,7000,1,1,2900,5481,1936,174,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,62,0,Empleado tiempo completo,MA,Y,N,Propietario,0,7000,7,0,0,0,0,0,1,0,3,0
High arrear,2. Desacuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,4. De acuerdo,3. Indiferente,5.Totalmente de acuerdo,600.00,10.00,1,1,1840.00,FALSO,6to Primaria,Casado,,1,1,0,,Efectiva,Completa,22,0,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,No contesta,No realizada,45,0,Empleado tiempo completo,MA,Y,Y,Propietario,0,5000,3,0,0,0,0,0,1,1,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,61,0,Empleado tiempo completo,MA,Y,N,Propietario,0,6400,2,1,4800,9504,1270,230.4,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,Numero Equivocado,,No realizada,27,0,Empleado tiempo completo,FE,N,Y,Propietario,0,7000,2,1,9000,18540,6040,360,0,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,21,1,Empleado tiempo completo,MA,Y,N,Propietario,5600,0,1,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,20,0,Empleado tiempo completo,MA,N,Y,Vive con padres,0,3000,1,0,0,0,0,0,0,1,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,40,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,6000,6,2,11500,23690,13060,460,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,43,2,Empleado tiempo completo,MA,Y,N,Propietario,0,7000,1,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,20,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4000,1,1,2900,5481,3271,174,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,21,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,3000,1,0,0,0,0,0,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,No existe,No contesta,No realizada,51,2,Empleado tiempo completo,FE,Y,Y,Propietario,14000,5000,4,0,0,0,0,0,1,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,32,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4800,2,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,Numero Equivocado,,No realizada,25,0,Empleado tiempo completo,MA,N,Y,Vive con padres,0,5000,2,0,0,0,0,0,0,1,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,38,0,Empleado tiempo completo,FE,Y,N,Vive con padres,4000,0,3,1,5000,9900,250,240,1,0,1,1
High arrear,4. De acuerdo,3. Indiferente,3. Indiferente,4. De acuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,500.00,110.00,1,2,4200.00,FALSO,3ro Secundaria,Casado,,1,2,0,,Efectiva,Completa,48,0,Empleado tiempo completo,MA,Y,N,Propietario,0,7000,5,1,5100,10098,1077,244.8,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,25,2,Empleado tiempo completo,MA,Y,N,Renta,0,5800,3,1,2000,4120,1080,80,1,0,2,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,22,0,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,3,2,7700,15686,7482,325.6,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,No existe,No realizada,23,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,6000,1,0,0,0,0,0,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,No quizo particpar,No realizada,52,0,Empleado tiempo completo,MA,Y,N,Propietario,9000,0,1,1,3300,6237,3943,198,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,22,0,Empleado tiempo completo,MA,Y,N,Vive con padres,0,4000,1,0,0,0,0,0,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,33,3,Empleado tiempo completo,FE,Y,N,Propietario,10000,0,5,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,Fuera de Servicio,No realizada,51,0,Empleado tiempo completo,FE,Y,Y,Propietario,10200,0,2,0,0,0,0,0,1,1,3,1
High arrear,3. Indiferente,4. De acuerdo,1. Totalmente en desacuerdo,4. De acuerdo,1. Totalmente en desacuerdo,4. De acuerdo,4. De acuerdo,,,,,,,,,,,,,,Colg¢ durante la Encuesta,Incompleta,52,0,Empleado tiempo completo,MA,Y,N,Propietario,3573,0,1,1,5000,9900,1450,240,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,32,0,Empleado tiempo completo,MA,Y,N,Propietario,6000,0,1,0,0,0,0,0,1,0,3,0
High arrear,3. Indiferente,4. De acuerdo,3. Indiferente,2. Desacuerdo,4. De acuerdo,4. De acuerdo,5.Totalmente de acuerdo,600.00,10.00,2,1,2000.00,FALSO,1ro Secundaria,Casado,,2,0,1,,Efectiva,Completa,30,2,Empleado tiempo completo,MA,Y,N,Propietario,4800,0,1,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,23,2,Empleado tiempo completo,FE,Y,N,Vive con padres,4800,0,1,0,0,0,0,0,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,Fuera de Servicio,No realizada,54,2,Empleado tiempo completo,FE,Y,Y,Propietario,4000,4000,4,1,10000,20600,11400,400,1,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,35,2,Empleado tiempo completo,FE,Y,N,Propietario,3950,0,2,1,8000,16480,8190,320,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,41,0,Empleado tiempo completo,FE,Y,N,Renta,0,6000,5,1,8000,16480,2450,320,1,0,2,1
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,36,0,Empleado tiempo completo,MA,Y,N,Vive con padres,12000,5600,3,2,12000,24720,11580,480,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No contesta,No realizada,46,0,Empleado tiempo completo,FE,Y,Y,Propietario,0,4000,1,1,6400,12672,4913.2,307.2,1,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,46,0,Empleado tiempo completo,MA,Y,N,Propietario,0,9000,1,1,5000,9900,2710,240,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,50,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4400,2,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,33,2,Empleado tiempo completo,FE,Y,N,Vive con padres,0,2500,3,1,3300,6534,138,158.4,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,23,1,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4000,1,1,4900,9702,3103,235.2,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,No existe,,No realizada,44,0,Empleado tiempo completo,MA,N,Y,Vive con padres,6800,0,7,0,0,0,0,0,0,1,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,22,0,Empleado tiempo completo,MA,Y,N,Propietario,0,7500,5,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,Numero Equivocado,No realizada,50,3,Empleado tiempo completo,FE,Y,Y,Propietario,0,9800,6,1,6500,13390,4905,260,1,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,Numero Equivocado,No realizada,40,2,Empleado tiempo completo,FE,Y,Y,Propietario,0,6000,6,0,0,0,0,0,1,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,42,0,Empleado tiempo completo,MA,Y,N,Propietario,0,6000,5,1,8700,17226,10947,417.6,1,0,3,0
High arrear,4. De acuerdo,2. Desacuerdo,4. De acuerdo,4. De acuerdo,2. Desacuerdo,4. De acuerdo,5.Totalmente de acuerdo,1000.00,10.00,1,1,1800.00,FALSO,Licenciatura,Divorciado,,1,0,0,,Efectiva,Completa,24,0,Empleado tiempo completo,MA,Y,N,Propietario,5000,0,4,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,27,0,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4800,2,0,0,0,0,0,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,25,0,Empleado tiempo completo,MA,Y,N,Vive con padres,10000,0,4,1,5800,11484,5267.8,278.4,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,41,0,Empleado tiempo completo,MA,Y,N,Vive con padres,4500,0,3,1,4500,9270,6694,180,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,No contesta,Fuera de Servicio,No realizada,20,0,Empleado tiempo completo,MA,Y,Y,Propietario,0,3200,1,1,2500,4725,2900,150,1,1,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,58,1,Empleado tiempo completo,MA,Y,N,Propietario,6000,0,3,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,22,0,Empleado tiempo completo,FE,Y,N,Propietario,8000,0,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,21,0,Empleado tiempo completo,FE,Y,N,Propietario,0,8000,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,49,0,Empleado tiempo completo,FE,Y,N,Propietario,0,6000,1,1,3000,5670,2765,180,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,51,0,Empleado tiempo completo,FE,Y,N,Propietario,0,3000,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,26,0,Empleado tiempo completo,FE,Y,N,Vive con padres,6000,0,1,0,0,0,0,0,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,33,0,Empleado tiempo completo,MA,Y,N,Propietario,0,5000,1,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,52,0,Empleado tiempo completo,MA,Y,N,Propietario,0,4000,1,1,3000,5670,3030,180,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,60,0,Empleado tiempo completo,FE,Y,N,Propietario,6000,0,5,1,5000,9900,1570,240,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,53,0,Empleado tiempo completo,MA,Y,N,Propietario,6000,0,1,1,4900,9702,5012,235.2,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,29,0,Empleado tiempo completo,MA,Y,N,Vive con padres,4000,0,1,1,3500,6615,1260,210,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,34,0,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,21,0,Empleado tiempo completo,MA,Y,N,Propietario,5600,0,1,1,2900,5481,3841,174,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,46,1,Empleado tiempo completo,FE,Y,N,Propietario,5000,0,7,0,0,0,0,0,1,0,3,1
High arrear,4. De acuerdo,3. Indiferente,4. De acuerdo,2. Desacuerdo,2. Desacuerdo,2. Desacuerdo,5.Totalmente de acuerdo,0.00,80.00,2,1,1200.00,FALSO,3ro Preparatoria,Soltero,,1,2,0,,Efectiva,Completa,58,0,Empleado tiempo completo,FE,Y,N,Propietario,4000,0,3,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,63,0,Empleado tiempo completo,MA,Y,N,Propietario,8400,0,5,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,58,0,Empleado tiempo completo,FE,Y,N,Propietario,0,7000,3,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,39,2,Empleado tiempo completo,FE,Y,N,Propietario,6000,0,2,1,4700,9306,4484,225.6,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,Numero Equivocado,,No realizada,50,1,Empleado tiempo completo,FE,N,Y,Propietario,8400,0,2,1,5500,11330,6110,220,0,1,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Ocupado,No realizada,58,0,Empleado tiempo completo,MA,Y,N,Propietario,9000,0,7,0,0,0,0,0,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,48,2,Empleado tiempo completo,FE,Y,N,Vive con padres,4800,0,1,0,0,0,0,0,1,0,1,1
High arrear,2. Desacuerdo,5.Totalmente de acuerdo,2. Desacuerdo,4. De acuerdo,4. De acuerdo,4. De acuerdo,4. De acuerdo,1000.00,10.00,1,1,20000.00,FALSO,4to Primaria,Casado,,2,1,1,,Efectiva,Completa,33,0,Empleado tiempo completo,MA,Y,N,Vive con padres,7000,0,2,1,3900,7722,2478,187.2,1,0,1,0
High arrear,,,,,,,,,,,,,,,,,,,,No contesta,Apagado,No realizada,34,0,Empleado tiempo completo,MA,Y,Y,Vive con padres,0,3600,4,0,0,0,0,0,1,1,1,0
High arrear,3. Indiferente,2. Desacuerdo,4. De acuerdo,4. De acuerdo,3. Indiferente,2. Desacuerdo,5.Totalmente de acuerdo,0.00,15.00,2,2,8000.00,VERDADERO,2do Preparatoria,Uni¢n Libre,,1,1,1,,Efectiva,Completa,46,0,Empleado tiempo completo,FE,Y,N,Propietario,0,3600,2,1,5200,10296,4501.6,249.6,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,26,2,Empleado tiempo completo,FE,Y,N,Vive con padres,0,4000,2,0,0,0,0,0,1,0,1,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,32,3,Empleado tiempo completo,FE,Y,N,Propietario,0,5000,2,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Fuera de Servicio,No realizada,28,0,Empleado tiempo completo,FE,Y,N,Propietario,8000,0,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,25,0,Empleado tiempo completo,FE,Y,N,Propietario,0,4000,1,0,0,0,0,0,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Apagado,No realizada,26,1,Empleado tiempo completo,MA,Y,N,Propietario,0,4000,1,1,1000,1890,570,60,1,0,3,0
High arrear,,,,,,,,,,,,,,,,,,,,,No contesta,No realizada,25,0,Empleado tiempo completo,FE,Y,N,Propietario,5000,0,2,1,7100,14058,2301,340.8,1,0,3,1
High arrear,,,,,,,,,,,,,,,,,,,,,Numero Equivocado,No realizada,21,0,Empleado tiempo completo,FE,Y,N,Propietario,4000,1000,1,0,0,0,0,0,1,0,3,1
